Z,A,E,Theta,omega,sigma,error,citation
2,4,3.595,30.01,0.81,0.06176,0.01005,Day:1993md
2,4,3.595,30.01,0.825,0.08897999999999999,0.01073,Day:1993md
2,4,3.595,30.01,0.84,0.1022,0.01137,Day:1993md
2,4,3.595,30.01,0.855,0.1053,0.0132,Day:1993md
2,4,3.595,30.01,0.87,0.1514,0.01312,Day:1993md
2,4,3.595,30.01,0.885,0.1531,0.013030000000000002,Day:1993md
2,4,3.595,30.01,0.9,0.2581,0.03411,Day:1993md
2,4,3.595,30.01,0.915,0.2449,0.03403,Day:1993md
2,4,3.595,30.01,0.93,0.3363,0.0371,Day:1993md
2,4,3.595,30.01,0.945,0.3424,0.03833,Day:1993md
2,4,3.595,30.01,0.96,0.4145,0.04292,Day:1993md
2,4,3.595,30.01,0.975,0.5892,0.038610000000000005,Day:1993md
2,4,3.595,30.01,0.99,0.7039,0.04577,Day:1993md
2,4,3.595,30.01,1.005,0.8013,0.07105,Day:1993md
2,4,3.595,30.01,1.02,1.0170000000000001,0.08302999999999999,Day:1993md
2,4,3.595,30.01,1.035,1.288,0.09197999999999999,Day:1993md
2,4,3.595,30.01,1.05,1.5519999999999998,0.09158,Day:1993md
2,4,3.595,30.01,1.065,1.982,0.1094,Day:1993md
2,4,3.595,30.01,1.08,2.221,0.08751,Day:1993md
2,4,3.595,30.01,1.095,2.758,0.09562999999999999,Day:1993md
2,4,3.595,30.01,1.11,3.252,0.1492,Day:1993md
2,4,3.595,30.01,1.125,3.658,0.1631,Day:1993md
2,4,3.595,30.01,1.14,4.372,0.1738,Day:1993md
2,4,3.595,30.01,1.155,5.101,0.1872,Day:1993md
2,4,3.595,30.01,1.17,5.24,0.1735,Day:1993md
2,4,3.595,30.01,1.185,6.195,0.1859,Day:1993md
2,4,3.595,30.01,1.2,7.154,0.4416,Day:1993md
2,4,3.595,30.01,1.215,7.795,0.4495,Day:1993md
2,4,3.595,30.01,1.23,7.462999999999999,0.4286,Day:1993md
2,4,3.595,30.01,1.245,8.52,0.4504,Day:1993md
2,4,3.595,30.01,1.26,9.177999999999999,0.3292,Day:1993md
2,4,3.595,30.01,1.275,9.946,0.3391,Day:1993md
2,4,3.595,30.01,1.29,9.912,0.4459,Day:1993md
2,4,3.595,30.01,1.305,9.633,0.4754,Day:1993md
2,4,3.595,30.01,1.32,10.2,0.4761,Day:1993md
2,4,3.595,30.01,1.335,10.18,0.4635,Day:1993md
2,4,3.595,30.01,1.35,10.02,0.3697,Day:1993md
2,4,3.595,30.01,1.365,11.84,0.4,Day:1993md
2,4,3.595,30.01,1.38,13.82,0.6278,Day:1993md
2,4,3.595,30.01,1.395,12.37,0.5948,Day:1993md
2,4,3.595,30.01,1.41,12.76,0.6043,Day:1993md
2,4,3.595,30.01,1.425,13.82,0.6373,Day:1993md
2,4,3.595,30.01,1.44,13.82,0.4696,Day:1993md
2,4,3.595,30.01,1.455,15.21,0.4976,Day:1993md
2,4,3.595,30.01,1.47,15.31,0.7087,Day:1993md
2,4,3.595,30.01,1.485,17.15,0.7334,Day:1993md
2,4,3.595,30.01,1.5,15.98,0.7111,Day:1993md
2,4,3.595,30.01,1.515,18.21,0.549,Day:1993md
2,4,3.595,30.01,1.53,19.21,0.5735,Day:1993md
2,4,3.595,30.01,1.545,19.0,0.8077,Day:1993md
2,4,3.595,30.01,1.56,20.22,0.8079,Day:1993md
2,4,3.595,30.01,1.575,22.18,0.8326,Day:1993md
2,4,3.595,30.01,1.59,22.23,0.8556,Day:1993md
2,4,3.595,30.01,1.605,22.38,0.5719,Day:1993md
2,4,3.595,30.01,1.62,24.25,0.7681,Day:1993md
2,4,3.595,30.01,1.635,24.74,0.7716,Day:1993md
2,4,3.595,30.01,1.65,25.28,0.7762,Day:1993md
2,4,3.595,30.01,1.665,27.09,0.7944,Day:1993md
2,4,3.595,30.01,1.68,26.55,0.6756,Day:1993md
2,4,3.595,30.01,1.695,26.73,1.2009999999999998,Day:1993md
2,4,3.595,30.01,1.71,28.3,1.194,Day:1993md
2,4,3.595,30.01,1.725,31.28,1.2229999999999999,Day:1993md
2,4,3.595,30.01,1.74,29.45,1.192,Day:1993md
2,4,3.595,30.01,1.755,30.85,0.8618,Day:1993md
2,4,3.595,30.01,1.77,32.22,0.2774,Day:1993md
2,4,3.595,30.01,1.785,32.86,0.2798,Day:1993md
2,4,3.595,30.01,1.8,33.96,0.2764,Day:1993md
2,4,3.595,30.01,1.815,34.45,0.2838,Day:1993md
2,4,3.595,30.01,1.83,35.23,0.2853,Day:1993md
2,4,3.595,30.01,1.845,37.0,0.3034,Day:1993md
2,4,3.595,30.01,1.86,37.95,1.4880000000000002,Day:1993md
2,4,3.595,30.01,1.875,38.57,1.47,Day:1993md
2,4,3.595,30.01,1.89,39.65,1.538,Day:1993md
2,4,3.595,30.01,1.905,40.02,1.069,Day:1993md
2,4,3.595,30.01,1.92,40.8,1.4169999999999998,Day:1993md
2,4,3.595,30.01,1.935,40.73,1.383,Day:1993md
2,4,3.595,30.01,1.95,41.85,1.382,Day:1993md
2,4,3.595,30.01,1.965,44.52,0.8422,Day:1993md
2,4,3.595,30.01,1.98,46.11,0.9965,Day:1993md
2,4,3.595,30.01,1.995,45.49,0.9849,Day:1993md
2,4,3.595,30.01,2.01,45.94,1.005,Day:1993md
2,4,3.595,30.01,2.025,44.77,1.0090000000000001,Day:1993md
2,4,3.6,15.0,0.1,0.3094,0.2401,Meziani:1992xr
2,4,3.6,15.0,0.11699999999999999,4.577,0.4368,Meziani:1992xr
2,4,3.6,15.0,0.135,2.247,0.6993,Meziani:1992xr
2,4,3.6,15.0,0.152,7.02,0.932,Meziani:1992xr
2,4,3.6,15.0,0.16899999999999998,14.76,1.18,Meziani:1992xr
2,4,3.6,15.0,0.187,21.25,1.4880000000000002,Meziani:1992xr
2,4,3.6,15.0,0.204,41.34,1.895,Meziani:1992xr
2,4,3.6,15.0,0.221,62.39,2.418,Meziani:1992xr
2,4,3.6,15.0,0.23800000000000002,101.7,3.048,Meziani:1992xr
2,4,3.6,15.0,0.256,158.0,13.52,Meziani:1992xr
2,4,3.6,15.0,0.272,246.2,15.44,Meziani:1992xr
2,4,3.6,15.0,0.28800000000000003,326.8,17.52,Meziani:1992xr
2,4,3.6,15.0,0.305,435.8,19.7,Meziani:1992xr
2,4,3.6,15.0,0.321,539.4,21.68,Meziani:1992xr
2,4,3.6,15.0,0.337,737.9,24.32,Meziani:1992xr
2,4,3.6,15.0,0.354,952.9,26.23,Meziani:1992xr
2,4,3.6,15.0,0.37,1211.0,28.24,Meziani:1992xr
2,4,3.6,15.0,0.386,1323.0,29.7,Meziani:1992xr
2,4,3.6,15.0,0.402,1578.0,31.85,Meziani:1992xr
2,4,3.6,15.0,0.419,1747.0,33.44,Meziani:1992xr
2,4,3.6,15.0,0.435,1801.0,34.65,Meziani:1992xr
2,4,3.6,15.0,0.45,1685.0,57.14,Meziani:1992xr
2,4,3.6,15.0,0.465,1753.0,55.52,Meziani:1992xr
2,4,3.6,15.0,0.48100000000000004,1562.0,52.2,Meziani:1992xr
2,4,3.6,15.0,0.496,1510.0,49.65,Meziani:1992xr
2,4,3.6,15.0,0.511,1393.0,46.66,Meziani:1992xr
2,4,3.6,15.0,0.527,1337.0,45.15,Meziani:1992xr
2,4,3.6,15.0,0.542,1163.0,42.13,Meziani:1992xr
2,4,3.6,15.0,0.557,1179.0,41.19,Meziani:1992xr
2,4,3.6,15.0,0.573,1129.0,40.8,Meziani:1992xr
2,4,3.6,15.0,0.588,1069.0,41.26,Meziani:1992xr
2,4,3.6,15.0,0.603,1181.0,43.18,Meziani:1992xr
2,4,3.6,15.0,0.619,1106.0,44.31,Meziani:1992xr
2,4,3.6,15.0,0.634,1208.0,39.14,Meziani:1992xr
2,4,3.6,15.0,0.648,1274.0,39.02,Meziani:1992xr
2,4,3.6,15.0,0.6629999999999999,1247.0,38.9,Meziani:1992xr
2,4,3.6,15.0,0.677,1363.0,38.83,Meziani:1992xr
2,4,3.6,15.0,0.6920000000000001,1278.0,37.98,Meziani:1992xr
2,4,3.6,15.0,0.706,1367.0,37.63,Meziani:1992xr
2,4,3.6,15.0,0.721,1283.0,37.24,Meziani:1992xr
2,4,3.6,15.0,0.735,1382.0,37.01,Meziani:1992xr
2,4,3.6,15.0,0.7490000000000001,1386.0,36.69,Meziani:1992xr
2,4,3.6,15.0,0.764,1423.0,38.22,Meziani:1992xr
2,4,3.6,15.0,0.778,1368.0,38.24,Meziani:1992xr
2,4,3.6,15.0,0.7929999999999999,1382.0,40.38,Meziani:1992xr
2,4,3.9,15.0,0.10400000000000001,0.1537,0.1022,Meziani:1992xr
2,4,3.9,15.0,0.122,0.119,0.1325,Meziani:1992xr
2,4,3.9,15.0,0.141,2.2230000000000003,0.432,Meziani:1992xr
2,4,3.9,15.0,0.16,1.5330000000000001,0.4422,Meziani:1992xr
2,4,3.9,15.0,0.17800000000000002,3.042,0.522,Meziani:1992xr
2,4,3.9,15.0,0.19699999999999998,6.0360000000000005,0.6258,Meziani:1992xr
2,4,3.9,15.0,0.215,9.687000000000001,0.8114,Meziani:1992xr
2,4,3.9,15.0,0.23399999999999999,17.93,1.014,Meziani:1992xr
2,4,3.9,15.0,0.252,29.55,1.29,Meziani:1992xr
2,4,3.9,15.0,0.271,43.22,1.594,Meziani:1992xr
2,4,3.9,15.0,0.289,65.97,1.989,Meziani:1992xr
2,4,3.9,15.0,0.308,105.9,8.006,Meziani:1992xr
2,4,3.9,15.0,0.326,136.4,8.976,Meziani:1992xr
2,4,3.9,15.0,0.34299999999999997,194.6,9.937000000000001,Meziani:1992xr
2,4,3.9,15.0,0.361,269.6,11.58,Meziani:1992xr
2,4,3.9,15.0,0.37799999999999995,331.2,12.92,Meziani:1992xr
2,4,3.9,15.0,0.396,445.8,14.15,Meziani:1992xr
2,4,3.9,15.0,0.413,536.3,15.2,Meziani:1992xr
2,4,3.9,15.0,0.431,699.9,16.22,Meziani:1992xr
2,4,3.9,15.0,0.44799999999999995,795.0,17.46,Meziani:1992xr
2,4,3.9,15.0,0.466,943.7,18.58,Meziani:1992xr
2,4,3.9,15.0,0.483,1054.0,19.55,Meziani:1992xr
2,4,3.9,15.0,0.501,1083.0,20.8,Meziani:1992xr
2,4,3.9,15.0,0.517,1121.0,29.16,Meziani:1992xr
2,4,3.9,15.0,0.5329999999999999,1056.0,27.71,Meziani:1992xr
2,4,3.9,15.0,0.55,1022.0,26.47,Meziani:1992xr
2,4,3.9,15.0,0.5660000000000001,1018.0,25.44,Meziani:1992xr
2,4,3.9,15.0,0.583,941.7,24.38,Meziani:1992xr
2,4,3.9,15.0,0.599,894.5,23.55,Meziani:1992xr
2,4,3.9,15.0,0.616,869.0,22.72,Meziani:1992xr
2,4,3.9,15.0,0.632,833.1,21.88,Meziani:1992xr
2,4,3.9,15.0,0.649,773.2,21.91,Meziani:1992xr
2,4,3.9,15.0,0.665,772.1,22.24,Meziani:1992xr
2,4,3.9,15.0,0.6809999999999999,841.9,22.8,Meziani:1992xr
2,4,3.9,15.0,0.698,768.4,23.65,Meziani:1992xr
2,4,4.3,15.0,0.191,0.4919,0.1725,Meziani:1992xr
2,4,4.3,15.0,0.21100000000000002,0.9182,0.2174,Meziani:1992xr
2,4,4.3,15.0,0.231,2.2119999999999997,0.2578,Meziani:1992xr
2,4,4.3,15.0,0.252,2.5810000000000004,0.3167,Meziani:1992xr
2,4,4.3,15.0,0.272,6.428,0.4152,Meziani:1992xr
2,4,4.3,15.0,0.292,9.412,0.513,Meziani:1992xr
2,4,4.3,15.0,0.312,14.81,0.624,Meziani:1992xr
2,4,4.3,15.0,0.332,21.58,0.7506,Meziani:1992xr
2,4,4.3,15.0,0.353,30.75,0.9161,Meziani:1992xr
2,4,4.3,15.0,0.373,47.54,3.341,Meziani:1992xr
2,4,4.3,15.0,0.392,62.56,3.781,Meziani:1992xr
2,4,4.3,15.0,0.41100000000000003,80.73,4.32,Meziani:1992xr
2,4,4.3,15.0,0.43,111.0,4.896,Meziani:1992xr
2,4,4.3,15.0,0.449,146.6,5.414,Meziani:1992xr
2,4,4.3,15.0,0.46799999999999997,208.9,6.164,Meziani:1992xr
2,4,4.3,15.0,0.48700000000000004,259.1,6.62,Meziani:1992xr
2,4,4.3,15.0,0.506,320.6,7.1610000000000005,Meziani:1992xr
2,4,4.3,15.0,0.525,388.9,7.756,Meziani:1992xr
2,4,4.3,15.0,0.544,445.0,8.293,Meziani:1992xr
2,4,4.3,15.0,0.563,510.7,8.991,Meziani:1992xr
2,4,4.3,15.0,0.5820000000000001,554.2,9.526,Meziani:1992xr
2,4,4.3,15.0,0.601,594.1,14.42,Meziani:1992xr
2,4,4.3,15.0,0.619,605.2,14.04,Meziani:1992xr
2,4,4.3,15.0,0.637,592.3,13.68,Meziani:1992xr
2,4,4.3,15.0,0.655,584.7,13.17,Meziani:1992xr
2,4,4.3,15.0,0.672,552.0,12.76,Meziani:1992xr
2,4,4.3,15.0,0.69,518.2,12.27,Meziani:1992xr
2,4,4.3,15.0,0.708,504.2,11.75,Meziani:1992xr
2,4,4.3,15.0,0.726,515.1,11.66,Meziani:1992xr
2,4,4.3,15.0,0.7440000000000001,489.9,11.6,Meziani:1992xr
2,4,4.3,15.0,0.762,504.2,11.94,Meziani:1992xr
2,4,4.3,15.0,0.78,493.5,12.15,Meziani:1992xr
2,4,4.3,15.0,0.7979999999999999,511.5,12.8,Meziani:1992xr
2,4,4.3,15.0,0.815,556.8,15.7,Meziani:1992xr
2,4,4.3,15.0,0.8320000000000001,543.1,15.55,Meziani:1992xr
2,4,4.3,15.0,0.8490000000000001,536.8,15.36,Meziani:1992xr
2,4,4.3,15.0,0.866,593.8,15.45,Meziani:1992xr
2,4,4.3,15.0,0.883,576.8,15.46,Meziani:1992xr
2,4,4.3,15.0,0.9,620.4,15.58,Meziani:1992xr
2,4,4.3,15.0,0.917,591.5,15.09,Meziani:1992xr
2,4,4.3,15.0,0.934,589.8,14.8,Meziani:1992xr
2,4,4.3,15.0,0.951,582.8,14.7,Meziani:1992xr
2,4,4.3,15.0,0.968,544.0,14.69,Meziani:1992xr
2,4,4.3,15.0,0.9840000000000001,548.3,15.02,Meziani:1992xr
2,4,4.3,15.0,1.001,577.7,16.22,Meziani:1992xr
2,4,5.766,22.0,2.5868,23.951,0.071857,Fomin:2010ei
2,4,5.766,22.0,2.5032,21.314,0.061469,Fomin:2010ei
2,4,5.766,22.0,2.4247,18.32,0.055427,Fomin:2010ei
2,4,5.766,22.0,2.3511,15.614,0.052663999999999996,Fomin:2010ei
2,4,5.766,22.0,2.2819,13.45,0.050748,Fomin:2010ei
2,4,5.766,22.0,2.2164,11.147,0.047773,Fomin:2010ei
2,4,5.766,22.0,2.1548,9.408,0.048157,Fomin:2010ei
2,4,5.766,22.0,2.0965,7.8885,0.031889999999999995,Fomin:2010ei
2,4,5.766,22.0,2.0411,6.8108,0.02976,Fomin:2010ei
2,4,5.766,22.0,1.9887,5.8765,0.030763,Fomin:2010ei
2,4,5.766,22.0,1.9389,5.0847,0.027759,Fomin:2010ei
2,4,5.766,22.0,1.8915,4.5427,0.027039999999999998,Fomin:2010ei
2,4,5.766,22.0,1.8464,3.9066,0.025606999999999998,Fomin:2010ei
2,4,5.766,22.0,1.8034,3.3388,0.024266,Fomin:2010ei
2,4,5.766,22.0,1.7623,2.8182,0.022852,Fomin:2010ei
2,4,5.766,22.0,1.7231,2.3922,0.021702000000000003,Fomin:2010ei
2,4,5.766,22.0,1.6856,1.869,0.019711000000000003,Fomin:2010ei
2,4,5.766,22.0,1.6496,1.4737,0.017978,Fomin:2010ei
2,4,5.766,22.0,1.6152,1.1249,0.016162,Fomin:2010ei
2,4,5.766,22.0,1.5823,0.8221,0.014200999999999998,Fomin:2010ei
2,4,5.766,22.0,1.5505,0.63435,0.012927000000000001,Fomin:2010ei
2,4,5.766,22.0,1.5201,0.45643999999999996,0.0038656,Fomin:2010ei
2,4,5.766,22.0,1.4908,0.34833000000000003,0.0032595,Fomin:2010ei
2,4,5.766,22.0,1.4626,0.26574000000000003,0.0027716,Fomin:2010ei
2,4,5.766,22.0,1.4355,0.20185999999999998,0.0023885,Fomin:2010ei
2,4,5.766,22.0,1.4094,0.15354,0.0020808000000000003,Fomin:2010ei
2,4,5.766,22.0,1.3842,0.11773,0.0018675,Fomin:2010ei
2,4,5.766,22.0,1.3599,0.094269,0.0016820000000000001,Fomin:2010ei
2,4,5.766,22.0,1.3364,0.07322999999999999,0.0015317,Fomin:2010ei
2,4,5.766,22.0,1.3137,0.059789,0.0014024,Fomin:2010ei
2,4,5.766,22.0,1.2918,0.045586,0.0012524,Fomin:2010ei
2,4,5.766,22.0,1.2706,0.036815,0.0011405999999999999,Fomin:2010ei
2,4,5.766,22.0,1.25,0.031117000000000002,0.0010695,Fomin:2010ei
2,4,5.766,22.0,1.2302,0.024093,0.00095083,Fomin:2010ei
2,4,5.766,22.0,1.211,0.019714,0.00088729,Fomin:2010ei
2,4,5.766,22.0,1.1923,0.017249,0.00081644,Fomin:2010ei
2,4,5.766,22.0,1.1742,0.013125,0.00073496,Fomin:2010ei
2,4,5.766,22.0,1.1567,0.011104000000000001,0.00068568,Fomin:2010ei
2,4,5.766,22.0,1.1396,0.0086505,0.00062208,Fomin:2010ei
2,4,5.766,22.0,1.1231,0.007263800000000001,0.000576,Fomin:2010ei
2,4,5.766,22.0,1.1071,0.0060863,0.00053365,Fomin:2010ei
2,4,5.766,22.0,1.0914,0.004678100000000001,0.00048831,Fomin:2010ei
2,4,5.766,22.0,1.0763,0.0038914,0.00044299,Fomin:2010ei
2,4,5.766,22.0,1.0615,0.004029,0.0004519,Fomin:2010ei
2,4,5.766,22.0,1.0471,0.0028122,0.00038648,Fomin:2010ei
2,4,5.766,22.0,1.0332,0.0020611,0.00032959,Fomin:2010ei
2,4,5.766,22.0,1.0196,0.0015763,0.00029516,Fomin:2010ei
2,4,5.766,22.0,1.0063,0.00097786,0.00026674,Fomin:2010ei
2,4,5.766,22.0,0.9934,0.00090187,0.000255,Fomin:2010ei
2,4,5.766,22.0,0.98082,0.0010800999999999999,0.00026458,Fomin:2010ei
2,4,5.766,22.0,0.9685299999999999,0.0011064999999999998,0.00026279,Fomin:2010ei
2,4,5.766,22.0,0.95657,0.00048863,0.00019197,Fomin:2010ei
2,4,5.766,22.0,0.94491,0.00041183,0.00019226,Fomin:2010ei
2,4,5.766,22.0,0.9334899999999999,0.00047131,0.00018451,Fomin:2010ei
2,4,5.766,22.0,0.92238,0.00019974,0.00016617,Fomin:2010ei
2,4,5.766,22.0,0.91153,0.00017031,0.00015756,Fomin:2010ei
2,4,5.766,22.0,0.9009,0.00025001,0.00014333,Fomin:2010ei
2,4,5.766,22.0,0.89055,0.00011521,0.00010981,Fomin:2010ei
2,4,5.766,22.0,0.8804299999999999,0.00015353,0.00012971,Fomin:2010ei
2,4,5.766,22.0,0.87051,0.00011174,9.9425e-05,Fomin:2010ei
2,4,5.766,22.0,0.8608399999999999,0.0001021,0.00012203,Fomin:2010ei
2,4,5.766,22.0,0.8513799999999999,0.00014929,0.0001176,Fomin:2010ei
2,4,5.766,22.0,0.83304,1.0959000000000001e-05,9.1761e-05,Fomin:2010ei
2,4,5.766,22.0,0.81548,3.6566e-05,9.1086e-05,Fomin:2010ei
2,4,5.766,22.0,0.80699,0.00018852,0.00012827,Fomin:2010ei
2,4,5.766,22.0,0.79867,0.00012959,0.00011532,Fomin:2010ei
2,4,5.766,22.0,0.7747,7.884399999999999e-05,0.00011608,Fomin:2010ei
2,4,5.766,22.0,0.767,5.3561000000000004e-05,0.00013359,Fomin:2010ei
2,4,5.766,22.0,0.73777,0.00015041,0.00022148,Fomin:2010ei
2,4,5.766,26.0,2.8195,6.7752,0.026907,Fomin:2010ei
2,4,5.766,26.0,2.7476,5.6372,0.022359999999999998,Fomin:2010ei
2,4,5.766,26.0,2.679,4.705,0.020431,Fomin:2010ei
2,4,5.766,26.0,2.614,3.7578,0.018632,Fomin:2010ei
2,4,5.766,26.0,2.5521,3.0677,0.017234,Fomin:2010ei
2,4,5.766,26.0,2.4928,2.5155,0.016121,Fomin:2010ei
2,4,5.766,26.0,2.4364,2.0396,0.015813,Fomin:2010ei
2,4,5.766,26.0,2.3825,1.6368,0.0062629,Fomin:2010ei
2,4,5.766,26.0,2.3308,1.382,0.0054018,Fomin:2010ei
2,4,5.766,26.0,2.2814,1.1525,0.0048920000000000005,Fomin:2010ei
2,4,5.766,26.0,2.2341,0.9603799999999999,0.0043862,Fomin:2010ei
2,4,5.766,26.0,2.1886,0.76245,0.0040151,Fomin:2010ei
2,4,5.766,26.0,2.145,0.60032,0.0036554,Fomin:2010ei
2,4,5.766,26.0,2.1031,0.46028,0.0032770000000000004,Fomin:2010ei
2,4,5.766,26.0,2.0627,0.33979000000000004,0.0029245,Fomin:2010ei
2,4,5.766,26.0,2.0239,0.25046,0.002547,Fomin:2010ei
2,4,5.766,26.0,1.9866,0.18302000000000002,0.0022433,Fomin:2010ei
2,4,5.766,26.0,1.9505,0.13216,0.0019795999999999998,Fomin:2010ei
2,4,5.766,26.0,1.9158,0.09421,0.0016899,Fomin:2010ei
2,4,5.766,26.0,1.8823,0.068872,0.0014927999999999999,Fomin:2010ei
2,4,5.766,26.0,1.8499,0.050336,0.0013717,Fomin:2010ei
2,4,5.766,26.0,1.8187,0.038268,0.00076362,Fomin:2010ei
2,4,5.766,26.0,1.7885,0.026989,0.00065224,Fomin:2010ei
2,4,5.766,26.0,1.7592,0.021095,0.00057218,Fomin:2010ei
2,4,5.766,26.0,1.7309,0.016442,0.00054419,Fomin:2010ei
2,4,5.766,26.0,1.7035,0.011276999999999999,0.00045972,Fomin:2010ei
2,4,5.766,26.0,1.6769,0.0091622,0.00041451,Fomin:2010ei
2,4,5.766,26.0,1.6512,0.007253699999999999,0.00037277,Fomin:2010ei
2,4,5.766,26.0,1.6263,0.005835100000000001,0.00034651,Fomin:2010ei
2,4,5.766,26.0,1.602,0.0040012,0.000292,Fomin:2010ei
2,4,5.766,26.0,1.5785,0.0033848,0.00026657,Fomin:2010ei
2,4,5.766,26.0,1.5557,0.0024334,0.00023315,Fomin:2010ei
2,4,5.766,26.0,1.5335,0.0019817,0.00022246,Fomin:2010ei
2,4,5.766,26.0,1.512,0.001627,0.00019657,Fomin:2010ei
2,4,5.766,26.0,1.491,0.0014245,0.00017478,Fomin:2010ei
2,4,5.766,26.0,1.4706,0.0010301,0.00015778,Fomin:2010ei
2,4,5.766,26.0,1.4508,0.00089336,0.00014599,Fomin:2010ei
2,4,5.766,26.0,1.4315,0.00073348,0.00013834,Fomin:2010ei
2,4,5.766,26.0,1.4127,0.00038741,0.00011653,Fomin:2010ei
2,4,5.766,26.0,1.3944,0.00031011,0.00010096,Fomin:2010ei
2,4,5.766,26.0,1.3766,0.00025737,9.992700000000001e-05,Fomin:2010ei
2,4,5.766,26.0,1.3592,0.00010061,8.462899999999999e-05,Fomin:2010ei
2,4,5.766,26.0,1.3422,0.00021669,8.0373e-05,Fomin:2010ei
2,4,5.766,26.0,1.3257,0.00012044,7.8514e-05,Fomin:2010ei
2,4,5.766,26.0,1.3095,9.4e-05,6.4272e-05,Fomin:2010ei
2,4,5.766,26.0,1.2938,0.0001676,8.2507e-05,Fomin:2010ei
2,4,5.766,26.0,1.2784,9.4204e-05,5.6492e-05,Fomin:2010ei
2,4,5.766,26.0,1.2344,6.449500000000001e-06,5.243e-05,Fomin:2010ei
2,4,5.766,26.0,1.2204,2.5509000000000003e-05,4.2351e-05,Fomin:2010ei
2,4,5.766,26.0,1.2067,5.204e-05,5.0435e-05,Fomin:2010ei
2,4,5.766,26.0,1.1675,3.6697e-06,4.7298999999999996e-05,Fomin:2010ei
2,4,5.766,32.0,3.6288,4.4943,0.01257,Fomin:2010ei
2,4,5.766,32.0,3.5492,3.8179,0.01045,Fomin:2010ei
2,4,5.766,32.0,3.4727,3.1491,0.0096335,Fomin:2010ei
2,4,5.766,32.0,3.3997,2.6169,0.009223700000000001,Fomin:2010ei
2,4,5.766,32.0,3.3297,2.1431,0.008310799999999998,Fomin:2010ei
2,4,5.766,32.0,3.2623,1.7085,0.011658,Fomin:2010ei
2,4,5.766,32.0,3.1978,1.3584,0.0097734,Fomin:2010ei
2,4,5.766,32.0,3.1358,1.077,0.0088074,Fomin:2010ei
2,4,5.766,32.0,3.076,0.8318399999999999,0.0079171,Fomin:2010ei
2,4,5.766,32.0,3.0185,0.6422399999999999,0.0071307,Fomin:2010ei
2,4,5.766,32.0,2.9632,0.50368,0.0068078,Fomin:2010ei
2,4,5.766,32.0,2.9097,0.38277,0.0024871,Fomin:2010ei
2,4,5.766,32.0,2.8583,0.3036,0.0020858,Fomin:2010ei
2,4,5.766,32.0,2.8087,0.23142,0.0016875999999999998,Fomin:2010ei
2,4,5.766,32.0,2.7606,0.17778,0.0014738,Fomin:2010ei
2,4,5.766,32.0,2.7142,0.1326,0.0012965,Fomin:2010ei
2,4,5.766,32.0,2.6694,0.09557,0.0011164999999999999,Fomin:2010ei
2,4,5.766,32.0,2.6259,0.067583,0.00097213,Fomin:2010ei
2,4,5.766,32.0,2.584,0.047095,0.00082584,Fomin:2010ei
2,4,5.766,32.0,2.5433,0.032524000000000004,0.00070527,Fomin:2010ei
2,4,5.766,32.0,2.5038,0.022011000000000003,0.00059738,Fomin:2010ei
2,4,5.766,32.0,2.4657,0.01547,0.00053564,Fomin:2010ei
2,4,5.766,32.0,2.4286,0.011016,0.0003371,Fomin:2010ei
2,4,5.766,32.0,2.3926,0.0081499,0.00029467,Fomin:2010ei
2,4,5.766,32.0,2.3577,0.0052534,0.00027612,Fomin:2010ei
2,4,5.766,32.0,2.3238,0.0037859,0.00022915,Fomin:2010ei
2,4,5.766,32.0,2.2908,0.0029238000000000003,0.00020201,Fomin:2010ei
2,4,5.766,32.0,2.2588,0.0020209,0.00017446,Fomin:2010ei
2,4,5.766,32.0,2.2277,0.0014891,0.00015121,Fomin:2010ei
2,4,5.766,32.0,2.1973,0.0010488,0.00013186,Fomin:2010ei
2,4,5.766,32.0,2.1679,0.0008273,0.0001093,Fomin:2010ei
2,4,5.766,32.0,2.1392,0.00052723,9.376700000000001e-05,Fomin:2010ei
2,4,5.766,32.0,2.1112,0.00035583,7.899300000000001e-05,Fomin:2010ei
2,4,5.766,32.0,2.084,0.00037377,7.7819e-05,Fomin:2010ei
2,4,5.766,32.0,2.0574,0.00032444,7.1957e-05,Fomin:2010ei
2,4,5.766,32.0,2.0315,0.00014791,5.5293999999999996e-05,Fomin:2010ei
2,4,5.766,32.0,2.0063,6.8804e-05,4.575e-05,Fomin:2010ei
2,4,5.766,32.0,1.9817,7.819399999999999e-05,4.6446e-05,Fomin:2010ei
2,4,5.766,32.0,1.9577,0.00011019,4.864e-05,Fomin:2010ei
2,4,5.766,32.0,1.9342,2.203e-05,3.34e-05,Fomin:2010ei
2,4,5.766,32.0,1.9114,3.2298e-05,2.9197e-05,Fomin:2010ei
2,4,5.766,32.0,1.889,8.6505e-06,2.7073000000000003e-05,Fomin:2010ei
2,4,5.766,32.0,1.8459,5.1201999999999995e-05,4.6293e-05,Fomin:2010ei
2,4,5.766,40.0,4.7252,5.8979,0.025031,Fomin:2010ei
2,4,5.766,40.0,4.6372,5.328,0.017869,Fomin:2010ei
2,4,5.766,40.0,4.5524,4.5998,0.013486000000000001,Fomin:2010ei
2,4,5.766,40.0,4.4704,3.9555,0.012733,Fomin:2010ei
2,4,5.766,40.0,4.3916,3.4417,0.012451,Fomin:2010ei
2,4,5.766,40.0,4.3155,2.8917,0.009684299999999998,Fomin:2010ei
2,4,5.766,40.0,4.2417,2.4404,0.007781100000000001,Fomin:2010ei
